  100    1000
    1       4       1
    1       6       1
    1      18       1
    1      22       1
    1      42       1
    1      45       1
    1      50       1
    1      66       1
    1      67       1
    1      83       1
    2       3       1
    2       7       1
    2      26       1
    2      31       1
    2      34       1
    2      47       1
    2      81       1
    2      82       1
    2      87       1
    2      98       1
    3      30       1
    3      38       1
    3      52       1
    3      55       1
    3      68       1
    3      77       1
    3      97       1
    4      25       1
    4      34       1
    4      44       1
    4      56       1
    4      64       1
    4      70       1
    4      81       1
    4      96       1
    5      45       1
    5      64       1
    5      68       1
    5      80       1
    5      81       1
    5      83       1
    5      87       1
    5     100       1
    6       2       1
    6      17       1
    6      33       1
    6      38       1
    6      69       1
    6      73       1
    6      86       1
    7      13       1
    7      26       1
    7      30       1
    7      32       1
    7      50       1
    7      63       1
    7      73       1
    7      96       1
    8      11       1
    8      21       1
    8      26       1
    8      31       1
    8      40       1
    8      52       1
    8      55       1
    8      58       1
    8      61       1
    8      63       1
    8      68       1
    8      81       1
    8      91       1
    8      94       1
    8      95       1
    9       6       1
    9      10       1
    9      13       1
    9      32       1
    9      40       1
    9      67       1
    9      89       1
    9      94       1
    9      95       1
   10      11       1
   10      15       1
   10      20       1
   10      27       1
   10      35       1
   10      49       1
   10      50       1
   10      62       1
   10      85       1
   10      91       1
   11       1       1
   11       9       1
   11      20       1
   11      36       1
   11      37       1
   11      86       1
   11      97       1
   12       1       1
   12      16       1
   12      21       1
   12      23       1
   12      25       1
   12      38       1
   12      46       1
   12      72       1
   12      91       1
   13       2       1
   13       5       1
   13       7       1
   13       9       1
   13      11       1
   13      51       1
   13      60       1
   13      69       1
   13      90       1
   14      16       1
   14      17       1
   14      20       1
   14      24       1
   14      25       1
   14      39       1
   14      58       1
   14      67       1
   14      77       1
   15      16       1
   15      21       1
   15      28       1
   15      63       1
   15      65       1
   15      66       1
   15      70       1
   15      79       1
   15      80       1
   15      88       1
   15      93       1
   16       7       1
   16       9       1
   16      18       1
   16      30       1
   16      53       1
   16      57       1
   16      61       1
   16      70       1
   16      74       1
   16      85       1
   16      93       1
   16     100       1
   17      24       1
   17      31       1
   17      37       1
   17      50       1
   17      58       1
   17      75       1
   17      89       1
   17      91       1
   17      99       1
   18      31       1
   18      33       1
   18      42       1
   18      62       1
   18      89       1
   18      97       1
   19      28       1
   19      29       1
   19      32       1
   19      45       1
   19      49       1
   19      54       1
   19      64       1
   20       5       1
   20       9       1
   20      30       1
   20      48       1
   20      51       1
   20      52       1
   20      81       1
   20      87       1
   20      95       1
   21       9       1
   21      13       1
   21      35       1
   21      44       1
   21      46       1
   21      68       1
   21      73       1
   21      74       1
   21      99       1
   22       4       1
   22       6       1
   22      13       1
   22      20       1
   22      36       1
   22      38       1
   22      40       1
   22      64       1
   22      83       1
   22      89       1
   22      93       1
   23       7       1
   23       9       1
   23      16       1
   23      21       1
   23      30       1
   23      35       1
   23      55       1
   23      76       1
   23      87       1
   24      13       1
   24      25       1
   24      33       1
   24      53       1
   24      56       1
   24      62       1
   24      65       1
   24      66       1
   24      84       1
   24      90       1
   25       4       1
   25       6       1
   25      20       1
   25      21       1
   25      27       1
   25      28       1
   25      39       1
   25      86       1
   26       6       1
   26      21       1
   26      55       1
   26      62       1
   26      66       1
   26      84       1
   26      93       1
   27      28       1
   27      32       1
   27      41       1
   27      65       1
   27      77       1
   27      83       1
   27      95       1
   27      98       1
   28       5       1
   28      14       1
   28      21       1
   28      41       1
   28      58       1
   28      82       1
   28      83       1
   28      91       1
   28      97       1
   29       4       1
   29      36       1
   29      52       1
   29      55       1
   29      57       1
   29      59       1
   29      65       1
   29      72       1
   29      83       1
   30       1       1
   30       7       1
   30      10       1
   30      12       1
   30      64       1
   30      74       1
   31       7       1
   31       8       1
   31      10       1
   31      12       1
   31      28       1
   31      62       1
   31      66       1
   31      68       1
   31      88       1
   31      90       1
   31      99       1
   32       5       1
   32      12       1
   32      20       1
   32      34       1
   32      43       1
   32      49       1
   32      58       1
   32      73       1
   32      79       1
   32      81       1
   32      89       1
   32     100       1
   33      15       1
   33      21       1
   33      25       1
   33      28       1
   33      30       1
   33      32       1
   33      54       1
   33      58       1
   33      67       1
   33      75       1
   33      90       1
   33      95       1
   33      97       1
   34       3       1
   34       6       1
   34      20       1
   34      36       1
   34      48       1
   34      70       1
   34      78       1
   34      82       1
   34      84       1
   35      13       1
   35      14       1
   35      17       1
   35      22       1
   35      38       1
   35      45       1
   35      54       1
   35      61       1
   35      62       1
   35      67       1
   35      68       1
   35      74       1
   35      84       1
   35      85       1
   36       6       1
