  100    1000
    1       8      46
    1      12      59
    1      16      63
    1      27      77
    1      46      12
    1      52      82
    1      57      78
    1      71       9
    1      77      66
    1      82      91
    1      84      65
    1      86       4
    1      88      96
    2      10      73
    2      11      63
    2      17      99
    2      23      95
    2      31      60
    2      40       5
    2      42      44
    2      44      27
    2      58      16
    2      61      92
    2      78      33
    2      94      29
    3       4       7
    3       5      58
    3      16      11
    3      25      77
    3      47      20
    3      70      84
    3      73      93
    3      75      67
    3      84      88
    3      89      22
    3      90       8
    3      95      32
    4       6      98
    4      13      11
    4      37      95
    4      45       6
    4      47      72
    4      61      49
    4      62      74
    4      65      44
    4      72      44
    4      73      80
    4      75      41
    4      79      70
    4      80      30
    4      90      71
    4      94      86
    4      96      93
    5      24      19
    5      61      74
    5      63      38
    5      71      36
    5      75      90
    5      80      92
    6      26      51
    6      32      22
    6      35      10
    6      40      10
    6      43      32
    6      48      95
    6      50      11
    6      73      48
    6      90      17
    6      98       6
    6     100      47
    7      35      77
    7      45      89
    7      76      52
    7      78      48
    7      87       1
    7      98      24
    8       2      92
    8       7      32
    8      42      40
    8      45      93
    8      58      25
    8      66       1
    8      79       3
    8      83      65
    8      87       8
    8      90       7
    8      95      36
    9       5      37
    9      28      81
    9      33      12
    9      35      75
    9      41      63
    9      44      93
    9      64      90
    9      66      50
    9      95      86
    9      97      42
    9      99      98
   10      19      48
   10      21      87
   10      42      37
   10      49      90
   10      50      35
   10      57      98
   10      66      95
   10      70      66
   10      77      43
   10      80      80
   10      85      34
   10      92      87
   11      13      84
   11      33      78
   11      46      91
   11      48      33
   11      52       8
   11      95      65
   11     100      39
   12      25       6
   12      29       9
   12      49      14
   12      53      53
   12      65      64
   12      66      35
   12      69      57
   12      71      24
   12      74      82
   12      92      74
   13       9      89
   13      11      68
   13      44      34
   13      54       5
   13      58      63
   13      65      19
   14      35      57
   14      39      14
   14      66      99
   14      93      64
   15       2      81
   15      25      97
   15      31      61
   15      32      49
   15      35      23
   15      47      62
